Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_longest_win_streak,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_longest_win_streak,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Blue,FALSE,3,4,0,1,4,1,0,0,0,0,1,0,1,175.26,182.88,155,1,0,3,2,0,0,0,1,2,1,0,4,187.96,195.58,170,34,27,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,2,2,1,0,1,3,1,0,0,5,182.88,187.96,205,0,1,3,1,0,0,0,2,1,1,0,4,193.04,213.36,205,39,23,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,4,2,0,0,0,4,3,0,1,8,187.96,190.5,170,0,3,3,1,0,0,1,0,2,0,0,3,182.88,182.88,185,29,32,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,1,1,0,0,0,0,1,0,0,1,175.26,180.34,170,0,4,4,0,0,0,2,0,2,0,0,4,170.18,180.34,170,25,27,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,170.18,177.8,155,1,0,4,3,0,0,1,4,1,1,0,7,167.64,172.72,145,31,26,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,1,2,0,0,1,0,0,0,0,1,175.26,180.34,155,0,1,2,2,0,0,0,3,0,1,0,4,175.26,177.8,155,29,25,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,3,1,0,0,0,3,0,0,0,4,185.42,187.96,170,0,2,2,1,1,0,0,0,1,1,0,2,185.42,190.5,170,24,28,0,0,1,0,0,1,0,0
Blue,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,182.88,193.04,205,2,0,2,5,0,0,0,0,3,0,0,4,187.96,190.5,205,31,31,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,1,0,0,0,0,0,1,0,1,187.96,185.42,185,1,0,2,2,0,0,0,2,0,0,0,2,185.42,187.96,205,27,29,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,190.5,190.5,185,1,0,1,2,0,0,0,0,0,2,0,2,177.8,185.42,185,29,29,0,1,0,0,0,1,0,0
Red,TRUE,5,0,4,4,0,1,0,0,0,4,0,0,4,187.96,203.2,265,0,3,3,1,2,0,0,1,2,0,0,3,190.5,205.74,265,35,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,1,0,0,0,0,1,177.8,185.42,170,0,2,5,5,0,0,1,2,6,1,0,10,180.34,187.96,185,34,29,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,3,2,0,0,0,0,3,1,0,4,182.88,190.5,170,0,2,2,9,1,0,0,2,1,4,0,7,180.34,172.72,170,29,35,0,1,0,0,0,1,0,0
Blue,FALSE,3,3,0,3,6,1,0,0,2,1,2,0,5,193.04,198.12,205,0,1,3,1,0,0,0,0,1,2,1,4,185.42,195.58,205,33,32,0,1,0,0,1,0,0,0
Red,FALSE,3,0,4,4,3,0,0,0,2,1,4,0,7,172.72,177.8,155,0,5,5,0,0,0,0,1,1,3,0,5,177.8,180.34,155,31,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,1,0,0,0,0,0,1,187.96,193.04,258,0,1,1,1,1,0,0,0,1,0,0,1,193.04,198.12,245,34,27,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,1,0,0,0,0,1,0,0,1,190.5,205.74,205,1,0,3,4,1,0,1,1,2,2,0,6,198.12,200.66,185,26,27,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,187.96,170,1,0,1,3,0,0,0,2,0,0,0,2,175.26,180.34,170,29,34,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,3,3,2,0,0,0,1,5,0,0,7,185.42,193.04,205,3,0,2,6,0,0,2,2,2,0,0,6,187.96,193.04,185,33,34,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,0,0,0,1,0,2,0,0,3,182.88,185.42,170,0,1,5,5,0,0,1,2,5,1,0,9,180.34,187.96,185,35,29,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,3,4,0,0,0,0,3,1,0,4,167.64,177.8,145,1,0,3,4,0,0,0,3,2,2,1,8,170.18,177.8,155,31,34,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,7,4,5,0,0,3,7,1,1,12,185.42,190.5,185,2,0,7,6,7,0,0,6,9,0,1,16,187.96,193.04,205,35,40,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,0,0,2,0,0,2,180.34,187.96,235,0,1,1,3,0,0,0,0,2,0,1,3,187.96,185.42,230,30,35,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,4,2,0,0,1,1,1,4,0,7,182.88,182.88,170,0,2,2,1,0,0,0,1,1,1,0,3,180.34,185.42,170,28,29,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,187.96,195.58,225,1,0,0,1,0,0,0,0,0,0,0,0,193.04,198.12,265,33,28,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,0,0,1,0,1,182.88,193.04,170,0,1,1,1,0,0,1,0,0,0,0,1,187.96,190.5,170,20,26,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,3,0,0,0,1,0,1,1,0,3,177.8,177.8,155,0,2,4,2,0,0,1,4,1,1,0,7,167.64,172.72,145,28,26,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,4,3,0,0,0,2,2,1,0,5,177.8,172.72,155,0,1,2,3,1,0,0,1,0,2,0,3,172.72,177.8,155,26,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,190.5,187.96,185,3,0,3,4,1,0,0,0,2,0,2,4,182.88,193.04,185,30,30,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,182.88,190.5,170,1,0,1,1,1,0,0,0,0,1,0,1,185.42,190.5,170,23,32,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,1,1,0,0,0,0,0,0,1,1,175.26,182.88,170,1,0,1,2,0,0,0,0,0,1,0,1,182.88,187.96,170,28,34,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,5,2,3,1,3,1,4,0,0,9,182.88,190.5,205,0,2,3,1,3,0,0,2,3,0,0,5,185.42,185.42,205,30,31,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,3,2,0,0,0,1,0,2,0,3,185.42,187.96,185,1,0,4,3,1,0,1,1,6,0,0,8,185.42,190.5,185,28,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,185.42,185.42,255,0,1,1,0,0,0,0,0,1,0,0,1,190.5,200.66,260,33,24,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,0,0,1,0,0,1,187.96,190.5,205,0,1,2,1,0,0,0,2,1,0,0,3,180.34,180.34,205,33,34,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,3,3,0,0,0,0,2,1,0,0,3,185.42,190.5,170,1,0,6,3,2,0,1,4,5,0,0,10,177.8,182.88,170,22,28,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,1,2,1,0,0,1,1,1,0,0,3,187.96,193.04,170,0,2,2,1,1,0,0,2,0,1,0,3,177.8,187.96,170,28,29,0,0,1,0,0,1,0,0
Red,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,177.8,177.8,155,1,0,2,1,1,0,0,1,1,0,0,2,175.26,177.8,155,22,24,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,172.72,172.72,155,1,0,1,4,0,0,0,2,0,0,0,2,172.72,175.26,155,26,29,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,1,4,0,0,0,0,0,1,0,1,185.42,193.04,185,2,0,0,2,0,0,0,0,0,0,0,0,187.96,190.5,185,32,25,0,1,0,0,0,0,1,0
Blue,TRUE,5,1,0,2,2,1,0,0,0,2,0,0,2,185.42,193.04,205,0,8,8,0,2,0,0,5,2,1,0,8,185.42,187.96,185,28,31,0,1,0,0,0,0,1,0
Red,FALSE,3,0,2,2,0,0,0,0,0,2,0,0,2,175.26,193.04,170,0,2,5,4,0,0,0,4,5,3,0,12,177.8,185.42,170,27,32,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,2,4,0,0,0,1,2,0,1,4,172.72,180.34,145,0,2,2,4,0,0,1,3,0,0,0,4,175.26,177.8,155,23,26,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,0,0,1,0,0,1,190.5,200.66,265,0,1,1,0,0,0,0,1,0,0,0,1,187.96,187.96,235,31,36,0,0,0,1,0,1,0,0
Blue,FALSE,3,0,1,2,4,0,0,1,0,2,2,1,6,187.96,185.42,185,1,0,4,5,2,0,1,1,2,0,0,4,180.34,180.34,170,26,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,4,0,1,5,0,0,0,0,0,1,0,1,182.88,190.5,185,1,0,2,1,0,0,0,1,0,1,0,2,182.88,187.96,205,32,26,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,2,4,0,1,0,0,1,1,1,4,182.88,185.42,170,2,0,6,4,0,0,1,1,2,4,0,8,177.8,177.8,170,30,36,0,1,0,0,0,0,1,0
Blue,FALSE,3,0,2,2,0,0,0,0,1,1,0,0,2,175.26,175.26,185,0,1,1,1,0,0,1,0,1,0,0,2,177.8,182.88,155,26,26,0,0,1,0,0,1,0,0
Red,FALSE,3,2,0,1,2,0,0,0,0,0,1,0,1,193.04,193.04,260,0,1,1,0,0,0,0,0,1,0,0,1,185.42,190.5,185,26,28,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,182.88,187.96,170,1,0,1,2,0,0,0,0,0,2,0,2,180.34,177.8,170,35,35,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,185.42,187.96,185,2,0,2,5,0,0,0,0,2,3,0,5,190.5,203.2,185,25,34,0,0,1,0,0,1,0,0
Red,TRUE,5,0,1,5,1,0,0,0,1,0,5,0,6,185.42,182.88,170,0,10,10,0,6,0,0,1,7,2,0,10,187.96,195.58,185,32,34,0,0,1,0,0,0,1,0
Blue,TRUE,5,0,3,3,1,0,0,0,4,1,1,0,6,167.64,172.72,145,0,2,3,5,9,0,0,1,5,4,1,11,175.26,177.8,155,28,31,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,2,0,0,0,2,0,0,0,2,172.72,177.8,170,0,4,4,2,0,0,0,1,1,3,0,5,185.42,185.42,155,25,24,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,2,2,1,0,0,1,0,1,0,0,2,182.88,182.88,185,0,1,3,3,1,0,1,1,2,2,0,6,198.12,200.66,185,32,27,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,187.96,200.66,205,0,1,1,0,0,0,0,0,1,0,0,1,195.58,200.66,205,25,23,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,1,0,0,1,0,0,1,0,2,175.26,180.34,170,0,2,2,0,0,0,0,0,1,1,0,2,187.96,193.04,170,25,25,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,3,1,0,0,1,1,1,0,0,3,177.8,185.42,170,0,1,1,1,1,0,0,0,0,1,0,1,185.42,190.5,170,32,27,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,1,0,0,0,0,1,0,0,1,180.34,180.34,155,1,0,2,2,0,0,0,3,0,0,0,3,175.26,177.8,155,28,25,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,187.96,195.58,245,0,1,1,0,0,0,1,0,0,0,0,1,182.88,182.88,240,36,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,1,0,1,0,0,0,2,0,3,210.82,213.36,265,0,1,1,0,1,0,0,0,1,0,0,1,182.88,182.88,263,22,33,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,2,2,5,0,0,1,2,3,0,0,6,185.42,185.42,185,0,2,3,2,1,0,0,2,5,0,0,7,182.88,182.88,185,38,38,0,1,0,0,1,0,0,0
Red,FALSE,3,0,3,3,3,0,0,0,0,3,1,0,4,167.64,177.8,145,0,2,2,0,1,0,0,1,0,0,1,2,172.72,175.26,155,31,25,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,0,1,0,0,0,1,172.72,180.34,155,0,1,1,1,1,0,0,0,1,0,0,1,180.34,185.42,155,28,28,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,170.18,170.18,155,2,0,0,2,0,0,0,0,0,0,0,0,175.26,180.34,155,34,29,0,1,0,0,0,0,1,0
Blue,FALSE,3,1,0,1,1,0,0,0,1,0,0,0,1,172.72,172.72,155,0,1,2,3,0,0,1,1,1,0,0,3,175.26,177.8,155,25,28,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,3,4,0,0,0,4,0,2,0,6,177.8,180.34,155,4,0,2,6,2,0,0,2,1,0,0,3,170.18,177.8,155,26,34,0,0,1,0,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,187.96,187.96,185,1,0,4,2,0,0,0,4,3,0,0,7,187.96,190.5,170,36,28,0,1,0,0,0,0,1,0
Red,TRUE,5,0,4,4,0,0,0,2,1,1,0,0,4,182.88,187.96,170,0,6,6,2,8,0,1,5,5,2,0,13,180.34,193.04,185,27,28,0,1,0,0,0,1,0,0
Blue,TRUE,5,0,3,3,0,0,0,0,0,3,0,0,3,187.96,203.2,265,0,1,4,4,3,0,0,1,2,7,0,11,190.5,200.66,264,35,30,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,185.42,155,0,3,3,3,0,0,0,2,1,3,0,6,172.72,177.8,155,31,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,3,8,1,1,0,1,6,1,3,0,11,182.88,193.04,170,0,1,3,1,0,0,0,1,2,1,0,4,187.96,195.58,170,32,26,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,2,0,0,0,1,0,3,0,4,172.72,190.5,155,0,3,3,1,0,0,0,2,1,2,0,5,172.72,180.34,155,28,26,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,1,1,0,0,0,0,1,0,0,1,182.88,180.34,170,1,0,5,3,1,0,1,0,0,5,0,6,182.88,193.04,170,28,24,0,1,0,0,0,0,1,0
Red,FALSE,3,0,3,3,1,0,0,0,0,3,1,0,4,182.88,190.5,170,0,2,2,3,0,0,0,2,0,2,0,4,182.88,187.96,170,29,33,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,1,0,0,0,0,2,1,0,3,185.42,193.04,205,0,2,2,1,0,0,0,1,0,2,0,3,172.72,180.34,170,28,30,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,190.5,190.5,185,1,0,0,1,0,0,0,0,0,0,0,0,175.26,182.88,205,28,28,0,1,0,0,0,0,0,1
Blue,FALSE,3,1,0,3,1,0,0,0,2,0,1,0,3,193.04,213.36,205,1,0,4,4,0,0,0,2,4,1,0,7,190.5,193.04,230,22,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,4,3,1,0,0,0,5,2,0,7,187.96,193.04,242,0,4,4,0,0,0,0,0,4,0,0,4,193.04,195.58,238,30,26,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,2,2,1,0,0,0,2,1,0,3,187.96,195.58,245,2,0,3,4,0,1,0,1,4,0,1,7,193.04,208.28,240,36,34,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,2,4,0,0,0,0,3,0,0,4,187.96,190.5,205,0,2,2,5,0,0,1,1,3,0,0,5,182.88,182.88,185,31,28,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,2,0,0,0,0,0,2,0,2,177.8,180.34,155,2,0,3,5,0,0,2,1,1,1,0,5,170.18,177.8,155,28,28,0,1,0,0,0,1,0,0
Blue,FALSE,3,0,1,2,2,1,0,0,3,1,0,0,4,182.88,187.96,205,0,3,3,0,0,0,1,1,0,1,0,3,187.96,195.58,205,39,29,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,190.5,190.5,265,1,0,0,1,1,0,0,0,0,0,0,0,193.04,198.12,245,29,27,0,1,0,0,0,1,0,0
Blue,FALSE,3,1,0,2,1,0,0,0,1,1,0,0,2,180.34,180.34,205,1,0,2,3,0,0,0,0,1,2,0,3,190.5,190.5,185,34,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,2,1,2,0,0,2,0,1,0,3,190.5,195.58,240,0,5,5,0,0,0,0,1,4,0,0,5,185.42,195.58,240,33,27,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,4,2,1,0,1,1,6,0,0,8,185.42,190.5,185,2,0,1,5,1,0,0,0,2,0,0,2,180.34,187.96,205,30,33,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,4,4,2,0,0,3,1,3,1,8,170.18,177.8,145,0,4,4,0,0,0,0,0,1,3,0,4,177.8,180.34,155,27,32,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,2,5,0,0,2,2,2,0,0,6,187.96,193.04,185,0,3,3,0,1,0,0,2,1,0,0,3,187.96,187.96,205,34,26,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,0,2,0,0,0,0,0,0,0,0,190.5,190.5,205,1,0,1,3,0,0,0,0,2,0,0,2,187.96,185.42,230,37,35,0,1,0,0,0,0,1,0
Red,FALSE,3,2,0,3,5,1,0,0,2,1,2,0,5,193.04,198.12,205,1,0,3,1,0,0,0,0,1,2,0,3,185.42,195.58,205,32,32,0,1,0,0,1,0,0,0
Red,FALSE,3,0,1,1,1,0,0,0,0,1,0,0,1,175.26,180.34,170,0,1,2,9,1,0,0,2,1,3,0,6,180.34,172.72,170,25,35,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,0,1,0,0,1,190.5,205.74,205,0,1,2,2,1,0,0,1,1,1,0,3,187.96,193.04,185,25,26,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,6,4,3,0,0,1,3,3,0,7,185.42,190.5,205,0,1,7,7,16,1,0,4,6,2,1,14,185.42,190.5,205,45,46,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,4,2,1,0,0,3,3,2,0,8,182.88,187.96,185,0,2,2,3,0,0,0,3,0,0,0,3,185.42,187.96,205,30,32,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,5,2,0,1,0,2,4,2,0,9,185.42,195.58,170,0,1,1,1,0,0,0,1,1,0,0,2,180.34,185.42,170,30,29,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,3,1,0,0,0,1,0,2,0,3,185.42,187.96,185,1,0,5,1,0,0,0,0,0,5,0,5,185.42,182.88,170,28,32,0,1,0,0,0,0,1,0
Red,FALSE,3,3,0,2,4,2,0,0,0,2,0,0,2,175.26,180.34,170,2,0,2,6,3,1,1,2,1,1,0,6,167.64,172.72,170,37,35,0,0,1,0,0,1,0,0
Red,FALSE,3,2,0,1,3,0,0,0,0,0,1,0,1,182.88,185.42,155,3,0,2,3,1,0,0,0,0,2,0,2,172.72,177.8,155,26,30,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,0,2,1,0,0,0,0,0,0,0,175.26,182.88,145,2,0,2,3,0,0,1,0,1,0,0,2,175.26,177.8,155,26,28,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,1,1,0,0,0,0,0,1,0,1,193.04,193.04,260,1,0,0,1,0,0,0,0,0,0,0,0,187.96,193.04,258,26,34,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,5,2,1,0,1,0,0,5,0,6,182.88,193.04,170,0,6,6,1,0,0,1,4,1,0,0,6,175.26,177.8,155,24,30,0,0,1,0,0,1,0,0
Red,FALSE,3,0,2,2,0,1,0,0,1,1,0,0,2,175.26,177.8,155,0,2,2,0,0,0,1,0,1,0,0,2,177.8,177.8,155,23,28,0,1,0,0,0,0,1,0
Red,FALSE,3,0,2,2,0,0,0,0,1,0,1,0,2,182.88,187.96,205,0,2,2,0,0,0,0,0,2,0,0,2,182.88,185.42,170,26,35,0,0,1,0,0,1,0,0
Red,FALSE,3,0,3,3,0,0,0,1,1,1,0,0,3,177.8,185.42,170,0,1,1,1,1,0,0,1,0,1,0,2,177.8,187.96,170,32,29,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,187.96,187.96,185,2,0,5,5,0,0,1,1,5,1,0,8,180.34,187.96,185,29,29,0,0,1,0,0,0,1,0
Red,FALSE,3,0,1,1,0,0,0,0,0,0,0,1,1,175.26,182.88,170,0,1,1,1,0,0,0,0,0,1,0,1,175.26,180.34,170,27,25,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,1,2,0,0,0,0,1,0,0,1,175.26,180.34,155,0,1,1,2,0,0,0,1,0,0,0,1,172.72,177.8,170,27,25,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,187.96,190.5,185,2,0,1,2,0,0,0,0,0,1,0,1,182.88,182.88,185,25,28,0,0,1,0,0,0,1,0
Red,FALSE,3,0,1,4,1,0,0,0,0,5,0,0,5,187.96,187.96,205,1,0,5,2,3,1,3,0,4,0,0,8,182.88,190.5,205,27,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,3,2,0,0,0,1,0,4,0,5,185.42,193.04,170,0,1,1,0,0,0,0,0,1,0,0,1,175.26,193.04,170,23,26,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,3,1,0,0,0,0,2,3,0,5,177.8,180.34,155,0,1,1,4,0,0,1,2,0,0,0,3,175.26,177.8,155,25,25,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,2,0,0,0,0,1,1,0,0,2,177.8,177.8,170,0,2,2,1,0,0,0,2,1,1,0,4,172.72,180.34,155,31,26,0,1,0,0,0,0,1,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,175.26,180.34,155,1,0,4,2,0,0,1,1,1,3,0,6,182.88,182.88,170,29,27,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,177.8,155,1,0,2,2,0,0,0,1,1,2,0,4,185.42,187.96,145,21,25,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,3,0,0,0,0,0,1,0,1,185.42,193.04,185,0,1,1,1,0,0,1,0,0,0,0,1,182.88,182.88,185,32,31,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,0,0,0,1,0,1,182.88,187.96,170,1,0,0,1,0,0,0,0,0,0,0,0,175.26,180.34,170,34,24,0,1,0,0,0,1,0,0
Red,TRUE,5,0,4,6,2,1,0,1,4,5,0,0,10,177.8,182.88,170,0,1,3,5,8,0,0,1,5,4,0,10,175.26,177.8,155,27,30,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,3,3,0,1,0,1,4,0,1,7,193.04,208.28,240,1,0,4,4,3,0,0,1,2,6,0,10,190.5,200.66,264,34,30,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,1,0,0,0,0,1,0,0,0,1,172.72,177.8,170,0,2,8,1,1,0,1,5,1,3,0,10,182.88,193.04,170,29,31,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,3,4,0,0,2,1,1,1,0,5,170.18,177.8,155,1,0,6,3,3,0,0,1,2,5,1,9,177.8,187.96,145,28,33,0,1,0,0,0,0,1,0
Red,FALSE,3,0,1,2,1,1,0,0,0,2,1,0,3,187.96,195.58,245,0,2,2,1,0,0,0,0,0,2,0,2,210.82,213.36,265,35,21,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,4,3,0,0,0,0,2,4,0,6,185.42,193.04,185,1,0,2,4,0,0,1,0,1,2,1,5,187.96,185.42,185,31,25,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,2,1,0,0,1,0,1,0,0,2,175.26,177.8,155,2,0,4,3,0,0,0,1,2,1,0,4,177.8,172.72,155,25,26,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,177.8,180.34,170,1,0,0,1,1,0,0,0,0,0,0,0,185.42,190.5,170,25,27,0,1,0,0,0,1,0,0
Red,FALSE,3,2,0,2,2,0,0,0,0,1,1,0,2,177.8,187.96,170,1,0,1,1,0,0,1,0,0,0,0,1,177.8,182.88,155,29,25,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,0,0,0,0,2,0,1,0,3,193.04,213.36,205,0,2,3,2,0,0,0,1,5,0,0,6,185.42,193.04,205,22,33,0,1,0,0,0,1,0,0
Red,FALSE,3,0,1,1,0,0,0,0,0,1,0,0,1,180.34,180.34,155,0,2,3,1,0,0,0,4,1,0,0,5,167.64,172.72,145,28,28,0,1,0,0,0,1,0,0
Red,FALSE,3,3,0,1,3,1,0,0,0,0,1,0,1,175.26,182.88,155,0,2,2,0,0,0,2,0,0,0,0,2,170.18,180.34,170,34,26,0,1,0,0,0,1,0,0
Red,FALSE,3,3,0,6,7,10,0,2,3,7,1,1,14,190.5,187.96,205,2,0,3,4,3,0,0,4,1,2,0,7,190.5,195.58,205,34,30,0,1,0,0,0,1,0,0
Red,FALSE,3,0,3,3,2,0,0,0,0,5,0,0,5,187.96,198.12,205,0,1,5,4,0,0,0,4,5,2,0,11,177.8,185.42,170,25,31,0,1,0,0,0,1,0,0
Red,FALSE,3,4,0,2,5,0,0,0,1,2,0,0,3,175.26,182.88,170,1,0,1,1,1,0,0,0,0,1,0,1,177.8,187.96,170,33,29,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,6,3,0,0,1,1,2,4,0,8,177.8,177.8,170,1,0,3,1,0,0,0,1,1,1,0,3,187.96,195.58,170,36,26,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,1,1,0,0,0,0,0,1,0,1,185.42,185.42,185,1,0,3,3,1,0,1,1,2,1,0,5,198.12,200.66,185,27,27,0,1,0,0,0,1,0,0
Red,FALSE,3,1,0,3,2,0,0,0,1,0,2,0,3,180.34,180.34,170,1,0,0,1,0,0,0,0,0,0,0,0,175.26,180.34,170,32,25,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,1,2,0,0,0,0,0,1,0,1,177.8,180.34,155,0,3,3,0,0,0,0,0,1,2,0,3,177.8,180.34,155,29,32,0,1,0,0,0,1,0,0
Red,FALSE,3,0,2,4,3,0,0,0,2,4,1,0,7,190.5,193.04,230,2,0,7,7,16,1,0,3,6,2,1,13,185.42,190.5,205,32,46,0,1,0,0,0,1,0,0
