"Bcurrentlosestreak","Bcurrentwinstreak","Blongestwinstreak","Blosses","Btotalroundsfought","Btotaltitlebouts","BwinbyDecisionMajority","BwinbyDecisionSplit","BwinbyDecisionUnanimous","BwinbyKOTKO","BwinbySubmission","BwinbyTKODoctorStoppage","Bwins","BHeightcms","BReachcms","BWeightlbs","Bage"
6,0,2,8,26,0,0,0,1,2,0,0,3,175.26,180.34,185,40
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,176.866399216529,170,22
0,1,2,2,11,0,0,0,0,1,4,0,5,187.96,203.2,240,41
1,0,5,3,13,0,0,0,0,3,3,0,6,190.5,195.58,205,26
0,1,2,2,12,0,0,1,1,1,0,0,3,190.5,193.04,235,37
1,0,7,9,55,1,0,0,5,7,1,1,14,175.26,177.8,170,34
0,2,3,8,37,1,0,1,5,2,2,0,11,187.96,193.04,185,35
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,175.26,135,25
1,0,4,2,16,0,0,1,2,1,0,0,4,180.34,190.5,155,34
0,1,1,2,12,0,0,1,1,0,0,0,2,177.8,185.42,155,28
1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,187.96,205,30
0,3,3,0,9,0,0,1,2,0,0,0,3,187.96,200.66,205,29
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,170,26
3,0,0,3,9,0,0,0,0,0,0,0,0,172.72,180.34,135,32
0,4,4,1,17,0,0,0,3,2,0,0,5,182.88,187.96,170,25
0,2,3,2,21,1,0,2,3,0,0,0,5,160.02,162.56,115,32
1,0,1,2,9,0,0,0,1,0,0,0,1,177.8,182.88,135,28
0,1,3,4,37,3,0,1,3,4,0,1,9,160.02,167.64,135,33
0,2,2,2,10,0,0,0,0,2,2,0,4,182.88,193.04,170,28
0,3,3,0,9,0,0,2,1,0,0,0,3,167.64,162.56,135,28
1,0,1,1,6,0,0,1,0,0,0,0,1,177.8,185.42,170,29
0,1,1,4,9,0,0,0,0,1,0,0,1,182.88,187.96,185,27
1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.04,170,28
1,0,1,4,18,0,0,0,1,2,0,0,3,182.88,180.34,155,29
0,2,2,1,9,0,0,0,2,0,0,0,2,172.72,170.18,125,24
2,0,1,2,8,0,0,1,0,0,0,0,1,160.02,157.48,125,25
0,4,5,1,21,0,0,0,4,2,3,0,9,190.5,193.04,155,31
0,2,2,4,24,0,0,1,3,2,0,0,6,180.34,187.96,145,28
0,1,1,4,19,0,0,0,3,0,0,0,3,160.02,162.56,115,33
1,0,2,3,18,0,0,0,1,2,1,0,4,182.88,182.88,170,29
0,2,2,0,5,0,0,1,0,1,0,0,2,165.1,172.72,125,30
1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.04,185,32
0,2,4,2,20,1,0,0,2,0,3,1,6,180.34,182.88,170,27
0,1,3,7,38,0,0,1,4,3,2,0,10,175.26,180.34,135,38
0,1,1,1,4,0,0,0,0,0,1,0,1,185.42,185.42,185,30
2,0,2,3,14,0,0,0,2,1,0,0,3,182.88,185.42,170,37
2,0,0,2,4,0,0,0,0,0,0,0,0,170.18,174.16983325635,125,32
0,1,1,4,20,0,0,0,1,1,2,0,4,180.34,185.42,155,33
0,1,1,2,8,0,0,0,1,0,1,0,2,167.64,170.18,135,32
1,0,6,1,16,2,0,0,2,4,0,0,6,172.72,165.1,135,27
0,2,4,2,21,1,0,1,4,1,0,0,6,162.56,162.56,135,31
0,1,3,1,14,0,0,2,1,0,1,0,4,180.34,182.88,145,29
0,2,2,1,9,0,0,0,2,0,0,0,2,165.1,170.18,125,25
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,205.74,185,25
1,0,3,1,10,0,0,0,2,0,1,0,3,170.18,180.34,135,26
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,190.5,135,26
0,3,3,2,13,0,0,1,0,0,2,0,3,175.26,185.42,135,30
1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,182.88,145,27
0,1,1,0,2,0,0,0,0,1,0,0,1,162.56,165.1,125,26
0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,166.080135375813,115,28
1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,175.26,135,29
0,2,4,5,43,0,1,0,4,7,3,0,15,175.26,182.88,155,29
0,3,3,13,75,0,0,1,6,7,0,1,15,172.72,180.34,145,32
1,0,3,2,23,0,0,0,5,0,1,0,6,154.94,152.4,115,28
0,4,4,2,23,1,0,1,1,1,4,0,7,175.26,177.8,155,29
0,1,2,2,12,0,0,1,1,0,1,0,3,180.34,182.88,170,27
1,0,0,1,2,0,0,0,0,0,0,0,0,182.88,182.88,145,26
0,3,3,1,10,0,0,0,2,1,1,0,4,177.8,177.8,155,26
0,1,1,2,10,0,0,0,1,1,0,0,2,185.42,190.5,205,24
0,1,3,12,62,1,0,2,5,4,0,1,12,172.72,175.26,155,33
0,2,2,1,12,0,0,1,2,0,0,0,3,175.26,172.72,125,29
0,2,2,2,12,0,0,0,1,0,1,0,2,165.1,162.56,115,32
0,1,3,3,18,0,0,0,1,4,0,0,5,193.04,193.04,205,29
0,1,3,4,28,1,0,0,5,2,0,0,7,190.5,200.66,205,28
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,193.04,185,32
2,0,4,8,38,0,1,0,1,5,5,0,12,210.82,213.36,265,30
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,170,27
1,0,3,1,9,0,0,0,1,2,0,0,3,177.8,185.42,155,25
1,0,1,2,7,0,0,0,0,1,0,0,1,175.26,177.8,155,31
0,2,2,0,6,0,0,0,2,0,0,0,2,182.88,190.5,170,32
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,145,31
0,1,1,0,3,0,0,0,1,0,0,0,1,193.04,198.12,205,26
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,205,26
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,182.88,135,25
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,250,31
0,1,1,2,11,0,0,2,0,1,0,0,3,180.34,182.88,170,31
1,0,2,2,12,0,0,1,1,0,0,0,2,182.88,177.8,145,29
0,1,1,2,8,0,0,0,0,1,2,0,3,182.88,193.04,170,28
2,0,5,4,25,3,0,0,3,5,0,0,8,167.64,167.64,145,33
0,2,2,3,21,0,0,0,1,2,2,0,5,167.64,172.72,135,41
0,3,3,2,18,1,0,1,2,3,0,0,6,167.64,170.18,135,28
0,4,4,0,10,0,0,0,2,2,0,0,4,167.64,180.34,145,29
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,135,26
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,170.18,135,31
0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,162.56,125,29
0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,170.18,125,25
1,0,0,1,3,0,0,0,0,0,0,0,0,154.94,162.56,115,32
0,1,4,2,33,6,0,1,3,2,3,0,9,180.34,182.88,235,39
0,1,6,3,28,0,0,1,0,9,0,0,10,190.5,200.66,260,33
2,0,2,3,16,0,0,0,0,4,0,0,4,177.8,180.34,170,26
1,0,5,6,34,4,0,1,1,2,3,0,7,177.8,182.88,170,31
1,0,2,3,9,1,0,0,0,2,0,0,2,185.42,193.04,205,28
0,1,2,2,12,0,0,0,0,4,1,0,5,172.72,180.34,135,31
1,0,1,1,6,0,0,0,1,0,0,0,1,175.26,177.8,155,30
0,1,1,2,10,0,0,0,1,1,0,0,2,180.34,193.04,170,32
0,2,3,2,18,0,0,0,1,2,3,0,6,177.8,180.34,155,31
0,2,2,0,5,0,0,1,0,1,0,0,2,193.04,203.2,185,28
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,155,23
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,162.56,135,26
1,0,1,1,3,1,0,0,0,1,0,0,1,172.72,180.34,145,24
0,1,1,0,2,0,0,0,0,0,1,0,1,187.96,190.5,185,28
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,155,26
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,155,26
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,145,23
1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,177.8,145,28
0,2,2,0,4,0,0,0,1,1,0,0,2,182.88,193.04,185,28
0,5,5,2,25,0,0,0,4,2,1,0,7,182.88,187.96,170,26
0,1,2,1,6,0,0,0,0,1,2,0,3,190.5,200.66,205,26
0,1,1,6,23,0,0,1,0,0,0,1,2,167.64,167.64,125,31
1,0,1,1,6,0,0,0,1,0,0,0,1,180.34,180.34,170,26
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,170.18,135,25
0,1,1,0,1,0,0,0,0,0,1,0,1,172.72,170.18,135,20
1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,182.88,145,24
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,29
0,2,2,3,21,0,0,1,1,0,3,1,6,180.34,185.42,170,23
0,1,1,0,3,0,0,0,1,0,0,0,1,165.1,160.02,115,29
0,1,1,0,3,0,0,0,1,0,0,0,1,175.26,180.34,125,21
1,0,1,4,13,0,0,0,0,0,3,0,3,177.8,180.34,125,28
0,1,8,1,30,2,0,1,1,7,0,0,9,182.88,185.42,185,41
0,5,5,1,23,0,0,0,4,2,2,0,8,180.34,182.88,170,30
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,145,28
0,2,2,0,2,0,0,0,0,2,0,0,2,187.96,190.5,264,25
1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.045794977604,170,33
0,3,3,2,14,0,0,0,2,1,0,1,4,193.04,203.2,265,27
0,1,4,1,13,0,1,0,1,2,1,0,5,172.72,177.8,145,27
2,0,0,2,3,0,0,0,0,0,0,0,0,190.5,203.2,250,39
1,0,3,3,17,0,0,0,1,3,0,0,4,193.04,193.04,205,29
1,0,4,3,31,0,0,0,7,0,0,0,7,167.64,175.26,135,24
1,0,4,9,36,0,0,0,1,0,9,0,10,177.8,187.96,155,28
1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,180.34,145,26
0,2,2,1,7,0,0,1,0,1,0,0,2,167.64,170.18,135,30
0,4,4,1,11,0,0,0,3,1,0,0,4,177.8,182.88,155,35
0,1,1,1,4,0,0,0,0,1,0,0,1,200.66,208.28,245,27
2,0,3,6,29,0,0,1,2,2,3,0,8,187.96,195.58,170,35
1,0,0,1,3,0,0,0,0,0,0,0,0,165.1,175.26,145,30
0,1,4,5,29,0,0,1,2,5,1,0,9,187.96,190.5,205,32
0,4,4,0,10,0,0,0,2,2,0,0,4,175.26,185.42,155,29
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,190.5,170,31
3,0,3,11,64,0,0,5,6,1,4,0,16,177.8,180.34,155,34
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,175.26,135,25
0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,165.1,125,25
0,3,3,1,12,0,0,0,2,2,0,0,4,182.88,187.96,170,25
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,170,27
0,1,1,1,6,0,0,0,1,0,0,0,1,172.72,175.26,145,24
1,0,3,1,8,0,0,0,1,1,1,0,3,177.8,182.88,145,29
0,2,3,2,20,0,0,1,3,2,0,0,6,185.42,187.96,170,36
4,0,0,4,7,0,0,0,0,0,0,0,0,182.88,187.96,185,27
1,0,3,1,8,0,0,0,1,2,0,0,3,190.5,185.42,185,26
0,1,1,1,4,0,0,0,1,0,0,0,1,167.64,172.72,135,29
0,1,2,4,23,0,0,1,4,0,0,0,5,190.5,190.5,185,37
0,7,7,0,18,1,0,0,5,1,1,0,7,182.88,193.04,170,31
0,1,1,0,1,0,0,0,0,0,1,0,1,193.04,195.58,205,28
1,0,1,2,6,0,0,0,1,0,0,0,1,167.64,172.72,135,38
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,175.26,125,29
0,3,3,2,18,1,0,1,2,3,0,0,6,177.8,180.34,170,31
0,6,6,2,28,0,0,2,4,0,2,0,8,167.64,170.18,170,36
1,0,2,1,9,0,0,1,0,0,1,0,2,165.1,170.18,125,28
0,1,1,0,3,0,0,1,0,0,0,0,1,162.56,167.64,115,29
0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,184.956097097066,145,23
1,0,1,1,2,0,0,0,0,1,0,0,1,182.88,195.58,155,34
0,4,4,2,21,0,0,1,3,0,2,0,6,170.18,170.18,135,29
0,1,5,4,32,1,0,2,2,3,2,0,9,175.26,180.34,185,26
0,1,1,2,7,1,0,0,1,1,0,0,2,160.02,162.56,115,26
0,2,2,1,8,0,0,0,1,1,1,0,3,167.64,167.64,135,31
0,1,8,8,61,5,0,2,6,6,1,0,15,185.42,187.96,185,39
0,1,1,0,1,0,0,0,0,0,1,0,1,185.42,187.96,205,27
1,0,1,1,4,0,0,0,0,1,0,0,1,190.5,187.96,264,27
0,3,3,1,15,0,0,0,4,0,0,0,4,167.64,167.64,155,34
0,1,3,2,22,0,0,2,2,1,1,0,6,185.42,193.04,170,27
0,1,1,1,4,0,0,1,0,0,0,0,1,180.34,187.96,170,33
1,0,2,2,8,0,0,0,1,2,0,0,3,185.42,195.58,185,29
0,1,1,0,3,0,0,0,1,0,0,0,1,177.8,193.04,170,30
1,0,0,1,2,0,0,0,0,0,0,0,0,193.04,205.74,205,29
1,0,5,3,26,1,0,1,3,1,4,0,9,175.26,195.58,170,25
1,0,6,4,42,0,0,0,6,4,0,0,10,172.72,177.8,145,34
1,0,2,3,11,0,0,0,1,1,0,0,2,193.04,198.12,250,28
0,4,4,4,20,0,0,0,1,8,0,0,9,187.96,193.04,205,34
0,3,3,0,7,0,0,0,2,0,1,0,3,170.18,180.34,135,26
0,2,2,3,18,0,0,0,0,3,2,0,5,182.88,190.5,155,28
0,1,2,3,19,0,0,1,1,2,1,0,5,175.26,182.88,170,30
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,175.26,135,25
0,1,1,2,8,0,0,0,0,0,1,0,1,182.88,190.5,170,24
0,2,3,4,22,0,0,1,3,2,0,0,6,187.96,193.04,205,37
0,1,1,5,23,0,0,1,0,0,2,0,3,180.34,185.42,170,33
1,0,1,1,5,0,0,0,0,1,0,0,1,180.34,177.8,155,29
1,0,3,4,25,0,0,0,2,3,2,0,7,180.34,193.04,170,30
1,0,1,2,10,0,0,0,1,0,1,0,2,182.88,187.96,185,24
1,0,2,4,17,0,0,0,1,1,1,0,3,170.18,170.18,115,30
0,3,3,3,20,1,0,0,2,0,3,0,5,187.96,200.66,185,28
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,170,34
0,2,2,5,32,1,0,1,1,2,3,0,7,167.64,167.64,125,34
0,3,5,4,40,0,0,2,8,1,0,0,11,185.42,187.96,185,30
0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,155,31
2,0,4,6,49,1,0,2,6,4,0,1,13,187.96,190.5,170,36
0,1,1,0,3,0,0,0,1,0,0,0,1,195.58,205.74,250,26
0,2,2,2,16,1,0,1,2,2,0,0,5,167.64,170.18,135,28
1,0,1,2,5,0,0,0,0,0,1,0,1,172.72,185.42,135,36
0,5,5,2,23,1,0,1,3,4,0,0,8,177.8,177.8,155,30
1,0,8,1,32,7,0,1,5,2,0,0,8,167.64,165.1,125,30
0,2,2,0,6,0,0,0,1,1,0,0,2,180.34,182.88,145,30
0,1,1,2,12,0,0,1,1,0,0,0,2,170.18,177.8,145,31
2,0,1,2,8,0,0,0,1,0,0,0,1,172.72,172.72,155,31
0,4,4,1,15,0,0,1,2,0,2,0,5,162.56,165.1,115,33
0,3,3,2,22,1,0,1,1,0,4,0,6,175.26,177.8,155,29
2,0,2,3,11,0,0,1,0,1,0,0,2,172.72,170.18,125,30
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,208.28,205,29
0,3,3,0,9,0,0,1,1,1,0,0,3,200.66,203.2,250,29
0,2,2,4,21,0,0,0,2,1,1,0,4,187.96,198.12,205,35
2,0,0,2,6,0,0,0,0,0,0,0,0,172.72,180.34,135,31
0,2,2,4,19,0,0,0,2,1,1,0,4,182.88,190.5,170,31
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,185,34
1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,195.58,170,26
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,185.42,145,26
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,205,25
0,3,3,1,12,0,0,0,2,1,0,0,3,180.34,190.5,155,33
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,240,28
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,172.72,135,28
0,5,5,1,15,0,0,0,0,2,3,0,5,172.72,175.26,145,27
0,1,1,2,8,0,0,0,0,1,0,0,1,175.26,177.8,135,29
0,1,7,9,47,5,0,1,3,9,2,0,15,190.5,195.58,240,39
0,3,3,0,8,0,0,1,1,0,1,0,3,172.72,172.72,135,26
0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,160.02,115,24
0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,155,25
0,4,4,3,15,0,0,0,1,1,3,0,5,167.64,165.1,135,31
5,0,2,7,25,0,0,0,1,2,0,0,3,175.26,180.34,185,40
1,0,1,2,10,0,0,2,0,0,0,0,2,180.34,182.88,170,31
0,2,2,0,6,0,0,1,1,0,0,0,2,167.64,162.56,135,28
1,0,1,1,4,0,0,0,0,1,0,0,1,190.5,193.04,205,30
0,2,3,13,73,0,0,1,6,6,0,1,14,172.72,180.34,145,31
0,3,3,1,20,0,0,0,5,0,1,0,6,154.94,152.4,115,28
0,1,3,3,16,0,0,0,2,3,1,0,6,177.8,185.42,205,34
1,0,1,2,7,0,0,0,0,1,0,0,1,180.34,193.04,170,32
0,1,1,1,5,0,0,0,0,1,1,0,2,167.64,167.64,135,31
0,1,2,3,19,0,0,0,1,2,1,0,4,167.64,172.72,135,40
1,0,1,4,16,0,0,0,2,0,0,0,2,160.02,162.56,115,33
2,0,3,4,19,0,0,0,3,3,0,0,6,182.88,185.42,170,36
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,205,29
0,1,2,4,14,0,0,1,0,1,1,0,3,170.18,177.8,135,31
0,1,1,0,2,0,0,0,0,0,1,0,1,167.64,165.1,135,25
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,135,23
0,3,3,5,20,0,0,1,0,2,3,0,6,177.8,190.5,155,30
1,0,3,2,16,0,0,0,1,2,0,0,3,190.5,198.12,249,32
0,1,7,4,39,0,0,1,6,2,2,1,12,175.26,177.8,155,39
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,170,30
1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,182.88,135,27
0,1,1,3,6,0,0,0,0,1,0,0,1,177.8,182.88,155,30
0,1,2,2,10,0,0,0,1,1,1,0,3,175.26,187.96,155,33
2,0,0,2,5,0,0,0,0,0,0,0,0,187.96,198.12,170,26
1,0,1,2,8,0,0,1,0,0,0,0,1,167.64,172.72,135,26
2,0,2,2,11,0,0,1,1,0,0,0,2,180.34,182.88,170,27
0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,185,31
0,1,5,2,14,2,0,0,0,3,3,0,6,190.5,195.58,185,33
0,2,2,2,11,0,0,0,1,1,0,1,3,193.04,203.2,265,26
0,1,1,2,5,0,0,0,0,1,1,0,2,182.88,187.96,247,32
0,3,3,2,14,0,0,1,0,4,0,0,5,182.88,180.34,170,29
1,0,0,1,2,0,0,0,0,0,0,0,0,185.42,198.12,205,31
0,2,2,2,10,0,0,0,1,1,0,0,2,180.34,177.8,155,29
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,203.2,185,28
0,3,3,0,9,0,0,0,3,0,0,0,3,180.34,180.34,145,25
0,2,2,1,8,0,0,0,1,1,2,0,4,165.1,165.1,125,29
1,0,1,4,15,0,0,0,1,0,0,0,1,170.18,170.18,155,36
0,1,1,0,3,0,0,0,1,0,0,0,1,180.34,180.34,170,26
0,2,2,0,4,0,0,0,1,1,0,0,2,185.42,190.5,185,30
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,165.1,125,29
1,0,1,1,6,0,0,1,0,0,0,0,1,177.8,185.42,155,28
0,1,1,0,1,0,0,0,0,0,1,0,1,190.5,190.5,249,25
1,0,3,3,18,0,0,0,1,1,2,0,4,172.72,177.8,135,25
0,3,3,2,15,0,0,0,1,3,0,0,4,193.04,193.04,205,29
1,0,4,7,37,0,0,1,3,4,1,0,9,187.96,190.5,170,33
0,1,1,1,4,0,0,0,0,1,0,0,1,175.26,177.8,155,31
0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,170.18,115,25
1,0,3,4,17,1,0,0,1,0,2,0,3,167.64,165.1,135,30
0,1,1,0,1,0,0,0,0,0,1,0,1,167.64,175.26,125,23
0,2,5,3,20,0,0,0,2,6,1,0,9,185.42,195.58,185,34
0,1,1,4,21,0,0,0,3,2,0,0,5,180.34,187.96,145,27
0,3,3,0,6,0,0,0,1,1,1,0,3,170.18,180.34,155,31
0,1,1,0,3,0,0,1,0,0,0,0,1,177.8,185.42,170,28
4,0,4,4,20,0,0,1,1,1,1,0,4,177.8,180.34,155,31
1,0,3,5,18,1,0,1,0,1,3,0,5,170.18,185.42,145,30
0,1,1,0,1,0,0,0,0,0,1,0,1,167.64,175.26,125,31
1,0,2,3,17,0,0,0,3,0,0,0,3,165.1,165.1,115,35
1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,182.88,125,28
1,0,2,2,12,0,0,0,2,1,0,0,3,182.88,185.42,170,36
0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,177.8,135,25
0,6,6,0,8,0,0,0,0,4,1,1,6,193.04,210.82,250,31
0,3,3,0,5,0,0,1,0,2,0,0,3,187.96,190.5,205,28
0,3,3,0,9,0,0,0,2,1,0,0,3,180.34,190.5,145,26
1,0,2,4,21,0,0,0,4,0,0,0,4,185.42,190.5,205,37
1,0,2,2,10,0,0,0,0,3,1,0,4,172.72,180.34,135,30
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,135,27
0,1,1,1,5,0,0,0,0,2,0,0,2,177.8,185.42,170,32
0,2,2,0,6,0,0,1,0,0,1,0,2,165.1,170.18,125,27
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,145,28
2,0,3,10,63,0,0,5,6,1,4,0,16,177.8,180.34,155,34
1,0,3,1,6,0,0,0,0,3,0,0,3,177.8,177.8,145,26
0,1,1,0,3,0,0,1,0,0,0,0,1,165.1,162.56,125,30
0,1,1,0,3,0,0,0,1,0,0,0,1,180.34,187.96,170,29
2,0,4,8,42,1,0,0,5,4,0,0,9,177.8,185.42,145,31
0,1,1,3,15,0,0,0,1,2,0,0,3,182.88,180.34,155,29
2,0,0,2,6,0,0,0,0,0,0,0,0,175.26,172.72,135,29
0,1,1,1,5,0,0,0,1,0,0,0,1,167.64,172.72,135,38
4,0,1,6,20,0,0,0,0,0,0,1,1,167.64,167.64,125,31
0,1,1,1,6,0,0,0,1,0,0,0,1,165.1,170.18,125,25
1,0,0,1,2,0,0,0,0,0,0,0,0,177.8,175.26,145,28
0,1,3,3,26,3,0,1,1,2,0,0,4,172.72,175.26,145,36
0,3,4,4,40,0,1,1,5,6,0,0,13,180.34,190.5,155,31
0,3,3,0,6,0,0,0,1,2,0,0,3,177.8,185.42,155,24
1,0,7,5,44,0,0,1,6,4,1,0,12,190.5,203.2,170,30
0,2,2,1,9,0,0,1,1,0,0,0,2,182.88,177.8,145,28
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,165.1,135,23
0,2,5,7,59,3,0,0,9,4,3,0,16,172.72,177.8,170,33
0,1,2,1,12,0,0,1,2,0,0,0,3,167.64,177.8,145,32
0,2,2,1,10,0,0,0,0,4,0,0,4,177.8,180.34,170,26
1,0,4,1,8,0,0,0,0,1,3,0,4,190.5,195.58,205,30
0,1,1,4,18,0,0,0,1,1,1,0,3,187.96,198.12,205,34
3,0,0,3,5,0,0,0,0,0,0,0,0,182.88,187.96,185,26
0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,182.88,170,35
0,1,2,1,9,0,0,0,1,1,1,0,3,185.42,187.96,170,30
1,0,3,4,21,0,0,0,1,3,1,0,6,172.72,177.8,155,34
2,0,1,3,7,0,0,0,0,1,0,0,1,180.34,198.12,185,30
1,0,2,7,25,0,0,0,0,2,5,0,7,182.88,187.96,170,33
0,4,4,1,13,0,0,0,0,2,2,0,4,172.72,175.26,145,26
1,0,2,2,12,0,0,0,1,0,2,0,3,172.72,180.34,145,29
0,2,4,2,23,0,0,0,3,1,2,0,6,170.18,180.34,135,28
0,1,1,1,5,0,0,1,0,0,0,0,1,177.8,177.8,155,30
0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,185,29
0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,135,23
0,2,2,3,15,1,0,1,1,1,0,0,3,167.64,167.64,125,33
2,0,0,2,6,0,0,0,0,0,0,0,0,175.26,177.8,135,29
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,165.1,135,25
0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,172.72,135,26
1,0,3,6,34,0,0,1,4,2,2,0,9,175.26,180.34,135,37
1,0,0,1,3,0,0,0,0,0,0,0,0,167.64,177.8,155,31
0,1,1,0,2,0,0,0,0,1,0,0,1,182.88,187.96,185,25
1,0,7,2,39,10,0,0,6,2,0,0,8,170.18,177.8,145,31
0,5,5,0,7,0,0,0,0,3,1,1,5,193.04,210.82,250,31
0,4,4,2,28,0,0,0,7,0,0,0,7,167.64,175.26,135,24
0,1,1,0,2,0,0,0,0,1,0,0,1,180.34,177.8,155,29
1,0,2,1,6,0,0,0,0,0,2,0,2,160.02,157.48,115,31
0,2,2,3,22,0,0,1,1,3,1,0,6,180.34,177.8,155,33
0,2,2,5,17,0,0,1,0,1,3,0,5,177.8,190.5,155,30
0,1,1,0,3,0,0,0,1,0,0,0,1,175.26,177.8,155,29
0,1,2,3,14,0,0,0,1,1,1,0,3,170.18,170.18,115,30
1,0,1,1,4,0,0,0,0,1,0,0,1,177.8,185.42,170,32
0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,195.58,205,27
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,245,28
1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,135,31
1,0,2,1,4,0,0,0,0,0,2,0,2,185.42,195.58,185,29
0,2,2,0,6,0,0,0,2,0,0,0,2,170.18,180.34,135,25
2,0,1,2,7,0,0,0,1,0,0,0,1,190.5,193.04,185,36
2,0,5,4,31,1,0,2,2,2,2,0,8,175.26,180.34,185,26
0,1,1,1,9,0,0,2,0,0,0,0,2,180.34,182.88,170,30
0,1,2,9,45,0,0,2,3,0,2,1,8,177.8,185.42,145,29
1,0,2,3,17,0,0,1,1,2,0,0,4,175.26,182.88,170,30
0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,182.88,145,27
2,0,0,2,4,0,0,0,0,0,0,0,0,182.88,187.96,170,27
0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,160.02,115,28
0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,182.88,135,30
1,0,2,2,11,0,0,1,1,0,0,0,2,190.5,193.04,235,36
1,0,0,1,1,0,0,0,0,0,0,0,0,167.64,172.72,135,29
2,0,0,2,5,0,0,0,0,0,0,0,0,172.72,175.26,145,27
0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,182.88,205,22
0,3,3,1,11,0,0,0,1,2,0,0,3,190.5,198.12,249,32
