"Winner","B_current_lose_streak","B_current_win_streak","B_longest_win_streak","B_losses","B_total_rounds_fought","B_total_title_bouts","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_KO_TKO","B_win_by_Submission","B_win_by_TKO_Doctor_Stoppage","B_wins","B_Height_cms","B_Reach_cms","B_Weight_lbs","B_age","B_Stance_Open_Stance","B_Stance_Orthodox","B_Stance_Southpaw","B_Stance_Switch","R_current_lose_streak","R_current_win_streak","R_longest_win_streak","R_losses","R_total_rounds_fought","R_total_title_bouts","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_KO_TKO","R_win_by_Submission","R_win_by_TKO_Doctor_Stoppage","R_wins","R_Height_cms","R_Reach_cms","R_Weight_lbs","R_age","R_Stance_Open_Stance","R_Stance_Orthodox","R_Stance_Southpaw","R_Stance_Switch"
"Red",0,1,1,0,1,0,0,0,0,1,0,0,1,182.88,182.88,185,28,0,0,1,0,0,2,2,0,4,0,0,0,1,0,1,0,2,182.88,182.88,170,24,0,1,0,0
"Red",0,2,2,0,3,0,0,0,0,0,2,0,2,190.5,203.2,185,31,0,1,0,0,1,0,7,1,17,4,0,0,1,4,1,1,7,185.42,190.5,185,32,0,0,1,0
"Red",3,0,2,5,17,1,0,0,0,0,2,0,2,180.34,172.72,170,32,0,1,0,0,1,0,6,3,35,11,0,0,3,5,4,2,14,175.26,185.42,170,33,0,0,0,1
"Red",1,0,3,3,16,1,1,0,1,0,3,0,5,185.42,190.5,205,31,0,1,0,0,1,0,3,1,6,0,0,0,0,2,1,0,3,190.5,190.5,185,31,0,1,0,0
"Red",0,2,2,1,5,0,0,0,0,2,0,0,2,172.72,177.8,170,26,0,1,0,0,0,4,4,0,10,0,0,0,2,1,1,0,4,182.88,193.04,170,29,0,1,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,180.34,155,26,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,177.8,180.34,155,23,0,0,1,0
"Red",0,1,1,2,8,1,0,0,0,1,1,0,2,180.34,190.5,185,33,0,1,0,0,0,2,2,0,2,1,0,0,0,2,0,0,2,187.96,195.58,185,31,0,0,1,0
"Red",0,1,1,0,2,0,0,0,0,1,0,0,1,187.96,187.96,230,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,185.42,230,32,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,155,34,0,0,1,0,0,1,1,0,3,0,0,0,1,0,0,0,1,175.26,177.8,155,23,0,1,0,0
"Red",2,0,0,2,3,0,0,0,0,0,0,0,0,175.26,185.42,185,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,205,28,0,1,0,0
"Red",0,1,1,1,3,0,0,0,0,1,0,0,1,182.88,177.8,185,27,0,1,0,0,4,0,0,4,10,1,0,0,0,0,0,0,0,180.34,180.34,170,26,0,1,0,0
"Red",0,1,1,3,12,0,0,0,2,1,0,0,3,185.42,185.42,185,34,0,1,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,172.72,180.34,185,26,0,1,0,0
"Red",0,1,1,0,1,0,0,0,0,0,1,0,1,167.64,172.72,145,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,172.72,145,25,0,1,0,0
"Red",1,0,1,2,11,0,0,0,1,0,1,0,2,187.96,193.045794977604,205,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,185,28,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,171.473267296171,155,24,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,185.42,193.04,170,20,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,185,29,0,0,1,0,0,4,4,0,11,1,1,2,0,1,0,0,4,182.88,190.5,205,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,198.12,250,28,0,1,0,0,0,2,2,0,5,0,0,0,1,1,0,0,2,190.5,193.04,205,22,0,1,0,0
"Red",0,2,2,1,9,0,0,0,0,2,1,1,4,170.18,177.8,155,30,0,0,1,0,0,2,2,2,17,0,0,0,1,1,2,0,4,167.64,180.34,155,32,0,1,0,0
"Red",0,2,2,0,4,0,0,0,1,0,1,0,2,185.42,190.5,185,30,0,1,0,0,0,3,3,0,8,0,0,0,2,0,1,0,3,182.88,187.96,185,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,170,25,0,1,0,0,0,1,2,1,7,0,0,0,1,1,1,0,3,177.8,182.88,170,26,0,1,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.045794977604,185,24,0,0,1,0,2,0,0,2,4,1,0,0,0,0,0,0,0,185.42,195.58,205,26,0,1,0,0
"Red",0,1,1,0,2,0,0,0,0,0,1,0,1,170.18,177.8,155,25,0,1,0,0,0,2,2,2,12,0,0,1,1,0,1,0,3,175.26,179.562965176708,155,30,0,1,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,172.72,176.866399216529,170,26,0,1,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,175.26,182.88,155,30,0,0,1,0
"Red",0,5,6,4,43,9,0,2,3,7,1,1,14,190.5,187.96,205,31,0,1,0,0,0,6,7,2,31,5,0,0,5,8,0,1,14,187.96,193.04,205,37,0,1,0,0
"Red",0,1,3,1,11,1,0,0,2,1,1,0,4,190.5,195.58,205,27,0,1,0,0,0,1,2,1,11,0,0,0,2,1,0,0,3,187.96,193.04,185,31,0,1,0,0
"Red",0,1,5,1,12,0,0,1,1,3,1,0,6,180.34,187.96,185,26,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,190.5,203.2,185,31,0,1,0,0
"Red",1,0,2,1,6,0,0,0,0,1,1,0,2,193.04,198.438926897962,232,28,0,1,0,0,2,0,6,4,20,5,0,0,0,5,2,0,7,190.5,195.58,240,27,0,1,0,0
"Red",0,1,1,0,1,0,0,0,0,0,1,0,1,190.5,190.5,185,29,0,1,0,0,0,1,1,0,2,1,0,0,0,1,0,0,1,185.42,190.5,185,27,0,1,0,0
"Red",0,1,2,1,7,0,0,0,1,0,2,0,3,182.88,177.8,170,32,0,0,1,0,0,1,2,2,9,0,0,0,1,2,0,0,3,175.26,177.8,170,23,0,1,0,0
"Red",0,1,1,0,3,0,0,1,0,0,0,0,1,182.88,185.42,205,25,0,1,0,0,0,2,2,0,5,0,0,0,0,2,0,0,2,187.96,193.04,242,27,0,1,0,0
"Red",0,2,2,0,4,0,0,0,1,0,1,0,2,187.96,195.58,185,30,0,1,0,0,0,2,2,0,6,0,0,0,1,1,0,0,2,187.96,190.5,170,25,0,0,1,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,190.5,205,34,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,195.58,234,31,0,1,0,0
"Red",0,1,1,3,11,0,0,0,1,1,1,1,4,182.88,177.8,185,24,0,0,1,0,0,5,5,0,12,1,0,0,3,2,0,0,5,177.8,182.88,170,24,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,170,31,0,1,0,0,0,3,3,1,10,0,0,0,1,2,2,0,5,177.8,185.42,170,29,0,1,0,0
"Red",0,1,2,2,9,0,0,0,0,0,3,0,3,177.8,177.8,155,26,0,1,0,0,1,0,4,2,17,0,0,1,2,1,1,0,5,177.8,182.88,170,24,0,1,0,0
"Red",2,0,2,2,8,0,0,0,1,1,0,0,2,177.8,182.259531136887,170,34,0,0,1,0,0,1,1,1,3,0,0,0,0,0,1,0,1,177.8,177.8,170,33,0,0,1,0
"Red",1,0,1,1,3,0,0,0,0,1,0,0,1,185.42,187.96,170,26,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,187.96,185.42,185,22,0,1,0,0
"Red",3,0,2,3,14,2,0,0,2,0,0,0,2,177.8,182.259531136887,170,32,0,1,0,0,0,1,1,1,4,0,0,0,0,1,0,0,1,172.72,177.8,170,25,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,22,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,180.34,170,29,0,0,1,0
"Red",0,6,6,2,33,10,0,0,3,5,4,2,14,175.26,185.42,170,33,0,0,0,1,0,4,4,1,14,1,0,1,2,2,1,0,6,180.34,193.04,185,25,0,1,0,0
"Red",0,3,3,2,13,0,0,1,1,1,1,0,4,175.26,187.96,247,35,0,1,0,0,0,4,4,2,16,6,0,0,2,5,0,0,7,203.2,203.2,265,30,0,1,0,0
"Red",1,0,1,2,6,0,0,0,1,0,0,0,1,182.88,182.88,185,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,185,28,0,0,1,0
"Red",0,1,4,2,12,1,0,0,1,1,4,0,7,190.5,200.66,264,27,0,0,1,0,0,3,3,0,4,0,0,0,0,2,1,0,3,190.5,193.04,230,29,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,174.16983325635,155,34,0,0,1,0,0,1,1,1,8,1,0,0,1,0,0,1,2,170.18,177.8,145,24,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,23,0,0,1,0,0,1,2,4,22,0,0,0,0,3,2,0,5,185.42,193.04,185,23,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,235,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,198.12,245,30,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,205,30,0,1,0,0,1,0,1,2,4,0,0,0,0,1,0,0,1,187.96,190.5,205,28,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,198.438926897962,235,25,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,190.5,193.04,205,22,0,1,0,0
"Red",2,0,2,4,14,0,0,0,0,0,2,0,2,180.34,172.72,170,32,0,1,0,0,1,0,2,4,22,0,1,0,2,0,1,0,4,167.64,172.72,170,32,0,1,0,0
"Red",3,0,0,3,9,0,0,0,0,0,0,0,0,180.34,180.34,170,26,0,1,0,0,2,0,1,2,7,0,0,0,0,1,0,0,1,180.34,190.5,185,33,0,1,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,175.26,182.88,155,30,0,0,1,0,0,1,1,2,10,0,0,1,1,0,0,0,2,175.26,179.562965176708,155,30,0,1,0,0
"Red",2,0,0,2,2,0,0,0,0,0,0,0,0,185.42,190.349229017425,185,24,0,1,0,0,1,0,1,3,11,0,0,0,2,0,0,0,2,185.42,185.42,185,34,0,1,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,182.259531136887,170,24,0,1,0,0,1,0,1,2,5,0,0,0,0,0,2,0,2,175.26,179.562965176708,170,35,0,1,0,0
"Red",1,0,1,1,4,0,0,0,0,0,1,0,1,180.34,190.5,170,24,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,177.8,185,27,0,1,0,0
"Red",2,0,0,2,2,0,0,0,0,0,0,0,0,177.8,182.259531136887,185,33,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,177.8,180.34,185,26,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,198.12,185,25,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,182.88,182.88,170,24,0,1,0,0
"Red",0,7,7,0,16,3,0,0,1,4,1,1,7,185.42,190.5,185,32,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,187.96,195.58,185,31,0,0,1,0
"Red",0,3,3,1,6,1,0,0,0,0,2,1,3,177.8,187.96,145,30,0,0,1,0,0,1,3,2,16,1,0,0,2,0,1,1,4,167.64,170.18,155,33,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,168,30,0,1,0,0,0,3,3,0,7,0,0,0,1,1,1,0,3,182.88,193.04,170,28,0,1,0,0
"Red",0,2,2,0,2,0,0,0,0,1,0,1,2,193.04,208.28,240,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,205,25,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,18,0,1,0,0,0,1,2,1,8,0,0,0,0,1,1,1,3,170.18,177.8,155,30,0,0,1,0
"Red",0,1,1,0,1,0,0,0,0,0,1,0,1,190.5,187.96,185,31,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,187.96,190.5,170,25,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,155,24,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,145,25,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,177.8,155,27,0,1,0,0
"Red",2,0,2,7,20,1,0,0,0,2,5,0,7,185.42,182.88,205,42,0,1,0,0,0,4,6,4,42,9,0,2,3,6,1,1,13,190.5,187.96,205,31,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,185,23,0,0,1,0,0,1,1,0,3,1,0,0,1,0,0,0,1,198.12,200.66,185,23,0,1,0,0
"Red",1,0,0,1,3,1,0,0,0,0,0,0,0,185.42,195.58,205,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,203.2,185,31,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,205,26,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,185.42,193.04,205,30,0,1,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.652663057245,185,30,0,1,0,0,0,2,2,0,6,0,0,0,2,0,0,0,2,182.88,187.96,185,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,170,20,0,1,0,0,1,0,2,1,6,0,0,0,1,0,1,0,2,182.88,177.8,170,32,0,0,1,0
"Red",1,0,0,1,2,1,0,0,0,0,0,0,0,175.26,179.562965176708,170,29,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,187.96,195.58,185,30,0,1,0,0
"Red",2,0,0,2,5,1,0,0,0,0,0,0,0,177.8,182.88,155,27,0,1,0,0,1,0,2,2,6,0,0,0,0,2,0,0,2,175.26,177.8,170,23,0,1,0,0
"Red",0,1,1,0,3,0,0,0,1,0,0,0,1,175.26,180.34,170,31,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,177.8,177.8,170,33,0,0,1,0
"Red",1,0,3,3,22,3,0,0,1,4,1,0,6,175.26,177.8,155,27,0,1,0,0,0,5,6,2,30,9,0,0,3,4,4,2,13,175.26,185.42,170,32,0,0,0,1
"Red",1,0,3,2,14,1,0,0,0,2,0,2,4,182.88,193.04,185,26,0,1,0,0,0,4,4,0,4,0,0,0,0,2,2,0,4,185.42,195.58,170,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.259531136887,155,29,0,1,0,0,0,1,1,1,4,0,0,0,0,1,0,1,2,175.26,172.72,155,23,0,1,0,0
"Red",0,3,3,0,4,0,0,0,0,2,1,0,3,190.5,190.5,185,31,0,1,0,0,0,3,3,0,9,1,1,2,0,0,0,0,3,182.88,190.5,205,26,0,1,0,0
"Red",0,6,6,1,23,3,1,0,3,2,0,0,6,170.18,177.8,145,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,22,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,155,23,0,1,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,184.956097097066,155,23,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,175.26,155,29,0,1,0,0
"Red",0,3,3,2,15,0,1,0,1,0,3,0,5,185.42,190.5,205,30,0,1,0,0,0,5,7,2,30,4,0,0,5,7,0,1,13,187.96,193.04,205,36,0,1,0,0
"Red",1,0,3,2,13,1,0,0,2,0,1,0,3,193.04,198.12,205,29,0,1,0,0,1,0,3,1,8,1,0,0,1,1,1,0,3,190.5,195.58,205,27,0,1,0,0
"Red",1,0,2,2,8,0,0,0,1,0,1,0,2,180.34,182.88,170,23,0,1,0,0,3,0,2,4,19,0,0,0,0,3,1,0,4,185.42,193.04,185,23,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,195.58,234,30,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,193.04,208.28,240,31,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,182.88,155,21,0,1,0,0,0,1,2,2,14,0,0,0,1,1,1,0,3,167.64,180.34,155,32,0,1,0,0
"Red",0,1,1,1,2,0,0,0,0,0,1,0,1,190.5,198.12,205,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,185,28,0,1,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.045794977604,205,33,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,193.04,185,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,185.42,185,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,190.5,170,25,0,0,1,0
"Red",0,4,4,1,14,0,0,1,2,1,1,0,5,177.8,182.88,170,23,0,1,0,0,0,4,4,0,9,1,0,0,2,2,0,0,4,177.8,182.88,170,24,0,0,1,0
"Red",0,1,1,0,1,0,0,0,0,1,0,0,1,185.42,187.96,170,25,0,1,0,0,1,0,5,1,10,0,0,1,1,2,1,0,5,180.34,187.96,185,26,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,185,29,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,185.42,190.5,185,30,0,1,0,0
"Red",0,1,1,1,7,0,1,0,0,0,0,1,2,182.88,185.42,170,27,0,1,0,0,0,2,2,1,9,0,0,0,1,1,2,0,4,177.8,185.42,170,28,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,185,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,170,24,0,1,0,0
"Red",1,0,1,1,6,0,0,0,0,0,1,0,1,182.88,187.652663057245,170,31,0,1,0,0,1,0,1,3,10,0,0,0,1,1,0,1,3,182.88,177.8,185,23,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.349229017425,220,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,21,0,1,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.259531136887,170,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,170,30,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,155,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,176.866399216529,170,28,0,1,0,0
"Red",1,0,6,3,15,4,0,0,0,5,2,0,7,190.5,195.58,240,27,0,1,0,0,0,3,3,2,11,5,0,0,1,5,0,0,6,203.2,203.2,265,30,0,1,0,0
"Red",0,2,2,1,5,0,0,0,1,0,1,0,2,180.34,182.88,170,23,0,1,0,0,1,0,2,1,4,0,0,0,0,1,1,0,2,177.8,182.88,170,26,0,1,0,0
"Red",1,0,2,6,19,1,0,0,0,2,5,0,7,185.42,182.88,205,42,0,1,0,0,0,3,6,4,41,9,0,2,3,5,1,1,12,190.5,187.96,205,31,0,1,0,0
"Red",0,1,1,0,3,0,0,0,0,0,1,0,1,203.2,209.225190738678,265,34,0,1,0,0,1,0,4,2,9,1,0,0,0,1,4,0,6,190.5,200.66,264,27,0,0,1,0
"Red",1,0,6,3,21,0,0,1,1,3,1,0,6,175.26,185.42,155,29,0,0,1,0,1,0,1,1,6,1,0,0,1,0,0,0,1,170.18,177.8,145,24,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,171.473267296171,155,27,0,1,0,0,2,0,2,2,11,0,0,0,1,1,0,0,2,167.64,180.34,155,31,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,205,33,0,1,0,0,0,2,2,2,12,0,0,1,1,0,1,0,3,175.26,187.96,247,35,0,1,0,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,185.42,190.349229017425,250,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,208.28,240,31,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,155,27,0,1,0,0,1,0,2,2,6,0,0,0,0,0,2,0,2,177.8,177.8,155,26,0,1,0,0
"Red",0,1,1,1,6,1,0,0,1,0,0,0,1,182.88,187.96,170,26,0,1,0,0,1,0,1,1,4,0,0,0,0,0,0,1,1,182.88,185.42,170,26,0,1,0,0
"Red",0,5,5,0,9,0,0,1,1,2,1,0,5,180.34,187.96,185,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,195.58,185,31,0,0,1,0
"Red",0,3,3,1,10,1,0,0,2,0,1,0,3,193.04,198.12,205,29,0,1,0,0,0,2,2,0,6,1,0,2,0,0,0,0,2,182.88,190.5,205,26,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,175.26,155,29,0,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,172.72,172.72,145,23,0,1,0,0
"Red",2,0,2,2,11,2,0,0,2,0,0,0,2,177.8,182.259531136887,170,31,0,1,0,0,0,1,2,1,6,0,0,0,0,1,2,0,3,177.8,185.42,170,28,0,1,0,0
"Red",1,0,1,1,2,0,0,0,0,1,0,0,1,190.5,195.742360937783,235,32,0,1,0,0,0,2,2,0,3,0,0,0,0,1,1,0,2,190.5,190.5,185,31,0,1,0,0
"Red",0,2,2,1,4,0,0,0,0,2,0,0,2,175.26,177.8,170,22,0,1,0,0,0,2,2,0,5,0,0,0,1,0,1,0,2,182.88,193.04,170,28,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.652663057245,205,34,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,190.5,198.12,205,27,0,1,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,180.34,184.956097097066,185,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,170,25,0,1,0,0
"Red",0,1,1,0,3,0,0,1,0,0,0,0,1,175.26,177.8,155,22,0,1,0,0,0,2,2,1,5,1,0,0,0,0,1,1,2,177.8,187.96,145,30,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,179.562965176708,170,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,185,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,205,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.12,200.66,185,23,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,185,27,0,1,0,0,1,0,2,1,8,0,0,0,1,1,0,0,2,187.96,193.04,185,30,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,176.866399216529,170,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,195.58,185,30,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,155,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,185,31,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,185,33,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,177.8,170,25,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,190.5,185,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,205,29,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,205,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.04,198.438926897962,205,34,0,1,0,0
"Red",1,0,11,1,13,3,0,0,0,1,10,0,11,185.42,190.349229017425,175,39,0,0,1,0,0,4,6,2,29,9,0,0,3,3,4,2,12,175.26,185.42,170,32,0,0,0,1
"Red",0,1,1,1,5,0,0,0,1,0,0,0,1,182.88,182.88,185,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,185,30,0,1,0,0
"Red",1,0,0,1,2,1,0,0,0,0,0,0,0,177.8,182.88,155,26,0,1,0,0,0,3,3,0,6,1,0,0,1,2,0,0,3,177.8,182.88,170,24,0,0,1,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,177.8,182.259531136887,241,31,0,1,0,0,0,2,2,0,3,0,0,0,0,2,0,0,2,190.5,193.04,230,28,0,1,0,0
"Red",0,1,1,2,9,0,0,0,1,1,0,1,3,182.88,177.8,185,23,0,0,1,0,0,3,3,0,3,0,0,0,0,2,1,0,3,185.42,195.58,170,26,0,1,0,0
"Red",0,1,1,1,5,0,0,0,1,0,0,0,1,185.42,187.96,205,29,0,0,1,0,0,1,4,4,15,2,0,0,1,1,3,0,5,185.42,187.96,185,30,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,172.72,155,22,0,1,0,0,1,0,2,1,6,0,0,0,0,0,1,1,2,170.18,177.8,155,30,0,0,1,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,190.5,195.742360937783,257,33,0,1,0,0,0,1,1,0,3,0,0,0,0,1,0,0,1,187.96,193.04,242,27,0,1,0,0
"Red",0,6,6,2,14,3,0,0,0,5,2,0,7,190.5,195.58,240,27,0,1,0,0,0,2,3,2,10,4,0,0,1,4,0,0,5,203.2,203.2,265,30,0,1,0,0
"Red",2,0,2,3,16,0,0,0,0,3,1,0,4,185.42,193.04,185,22,0,0,1,0,2,0,3,2,13,1,0,0,1,0,1,1,3,167.64,170.18,155,32,0,1,0,0
"Red",0,3,3,0,5,1,0,0,1,1,1,0,3,190.5,195.58,205,27,0,1,0,0,0,2,6,4,38,9,0,1,3,5,1,1,11,190.5,187.96,205,31,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.956097097066,185,25,0,1,0,0,2,0,4,4,23,3,0,0,2,4,3,1,10,182.88,187.96,185,35,0,1,0,0
"Red",0,2,2,0,3,0,0,0,0,1,1,0,2,193.04,198.438926897962,232,27,0,1,0,0,0,1,1,2,9,0,0,0,1,0,1,0,2,175.26,187.96,247,35,0,1,0,0
"Red",0,1,1,0,3,0,0,0,1,0,0,0,1,185.42,187.96,170,24,0,1,0,0,0,3,3,1,13,0,0,1,2,0,1,0,4,177.8,182.88,170,23,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,177.8,185,26,0,1,0,0,1,0,1,1,2,1,0,0,0,1,0,0,1,185.42,190.349229017425,185,28,0,0,1,0
